51303554772,aff,59,125
51303568839,fda,229,5
51303600304,bde,30,247
51303603544,gdb,139,5
51303605625,fab,150,269
51303650488,cad,96,43
51303661487,dgb,237,150
51303684857,ecf,218,257
51303709528,geg,213,65
51303726931,ccb,165,292
51303751907,cca,74,295
51303756029,cee,298,313
51303760741,fda,124,5
51303786129,bfd,40,243
51303800702,aab,225,61
51303852622,dee,27,190
51303855435,bfd,99,247
51303880960,dcc,116,210
51303900247,cdb,153,49
51303926189,gca,46,131
51303930515,cgf,61,59
51303931343,fag,285,171
51303938502,dga,109,149
51303956027,gbe,78,25
51303965395,gae,9,161
51303997164,dfg,134,240
51304132773,aee,118,299
51304139383,eee,151,192
51304170778,adg,148,260
51304200200,acc,272,274
51304233163,ebf,73,191
51304253626,ceg,209,81
51304256022,gdb,289,5
51304276228,aff,256,148
51304296046,eef,298,182
51304333567,eea,43,254
51304350687,bbb,8,42
51304353720,ega,15,45
51304363444,dfg,274,223
51304409475,gbc,133,132
51304490341,beg,191,27
51304500663,gda,142,155
51304519921,abf,16,159
51304564371,gba,256,178
51304569336,cec,180,147
51304575762,cab,174,295
51304577129,edg,24,55
51304618125,gad,174,243
51304642097,bbf,12,272
51304652152,dcc,282,201
51304684717,cca,50,303
51304692127,gfa,143,106
51304696712,ecd,180,127
51304730558,ffe,77,125
51304747393,dfg,225,238
51304756506,dga,124,175
51304797618,fbc,296,64
51304828340,faf,160,50
51304896335,bfa,256,243
51304932370,ece,116,17
51304935822,gff,93,223
51304943314,gea,119,287
51304947052,dgc,90,69
51304950708,dag,4,133
51304957903,fdd,193,195
51304959619,dgf,281,113
51304971169,fac,103,148
51305004871,ceb,53,68
51305007314,cbg,249,250
51305034074,dcd,175,246
51305061422,ecc,158,163
51305061666,dgg,245,206
51305067541,agd,292,134
51305135570,abg,60,151
51305150692,eed,7,260
51305155417,adf,5,22
51305170758,efe,2,129
51305199354,eda,66,278
51305207638,bcc,49,22
51305213760,fae,78,265
51305244498,ffa,40,156
51305252428,dgg,101,185
51305259002,cgd,245,220
51305275420,aaa,61,69
51305280146,eec,249,18
51305284999,fff,108,57
51305289761,adc,46,173
51305306458,bdd,37,30
51305312032,fac,265,149
51305326272,bgb,24,225
51305327767,adb,136,252
51305344540,cfe,130,137
51305375203,dff,89,308
51305400904,edb,33,204
51305407442,cdc,56,109
51305417215,ddf,41,133
51305426287,dca,168,77
51305431559,fcb,125,136
51305445196,agg,253,296
51305474569,cgc,284,61
51305490369,ddf,8,139
51305500005,ffa,174,137
51305518978,fcb,198,155
51305532612,gde,20,43
51305536505,cbe,238,198
51305547323,fdd,136,159
51305554425,agc,213,256
51305597613,bfc,251,38
51305615008,ccd,208,146
51305622989,gcf,61,69
51305630804,ede,40,193
51305642233,ecc,60,184
51305648690,fcg,86,10
51305659121,ddb,176,73
51305665032,gge,186,95
51305699808,ffd,241,244
51305719221,gfc,78,258
51305737830,cbf,228,27
51305739875,deb,106,101
51305747748,ade,284,185
51305756207,eac,44,67
51305810395,gge,237,96
51305852298,cga,22,173
51305874194,efg,144,135
51305877527,adf,1,23
51305892371,ggb,55,95
51305912270,caa,233,191
51305915813,ffd,46,200
51305931253,dbe,255,189
51305943245,bba,26,91
51305944097,gfe,166,286
51305945388,bff,154,295
51305945478,cgf,185,53
51305960830,cfd,254,204
51305996349,fgf,147,218
51306012251,deb,33,119
51306012921,aag,232,34
51306024333,aec,25,253
51306042928,dge,251,180
51306082316,dee,243,165
51306083920,bgd,290,155
51306095040,gea,60,301
51306105161,bac,281,95
51306133736,bee,52,223
51306140349,bae,149,206
51306201273,gec,238,120
51306210306,ffb,144,239
51306216081,ccf,225,181
51306219989,afc,92,228
51306221354,afb,202,220
51306230128,gfb,148,140
51306241389,ege,190,238
51306246129,gcf,257,60
51306257581,aca,124,211
51306262406,eca,147,141
51306272981,egc,41,150
51306275624,abf,187,184
51306283865,ada,225,94
51306286563,cba,78,105
51306290363,bfe,24,53
51306294008,ebg,77,311
51306308439,daf,22,233
51306318963,cca,128,324
51306321895,fbd,221,131
51306330334,ggd,68,294
51306353958,gff,229,182
51306371137,dda,278,55
51306399355,adg,53,262
51306406244,cff,271,65
51306422878,ged,79,9
51306423202,bbe,163,92
51306427272,ggf,214,171
51306455661,cgd,240,228
51306467944,fgg,294,210
51306477042,aea,214,163
51306504870,cde,237,144
51306509755,edd,263,275
51306526177,fgb,190,56
51306527850,faa,17,195
51306532952,fef,271,23
51306555970,gdd,96,267
51306565785,age,64,137
51306600322,dea,245,198
51306605523,fce,191,201
51306614128,dce,62,99
51306624515,gcf,269,69
51306634630,aef,153,107
51306641428,ggg,201,15
51306645158,bge,42,116
51306646294,dab,135,63
51306692009,egg,121,31
51306715089,gbe,77,20
51306731609,ega,54,41
51306735562,fbb,27,114
51306776233,gef,231,232
51306778597,ebc,187,186
51306780593,gdg,183,112
51306787244,bda,9,14
51306846509,abf,168,191
51306849287,bga,277,144
51306863656,aaf,246,181
51306896124,dba,238,254
51306908383,dfe,201,328
51306931017,dce,112,114
51306981770,cae,101,242
51306993809,cef,246,266
51307018492,dcb,228,16
51307046406,gdf,121,287
51307073864,gag,10,65
51307131885,ddf,97,133
51307177939,adb,14,282
51307202085,dgb,275,120
51307219651,fee,158,132
51307236044,bed,41,42
51307252739,edc,63,162
51307271792,gfa,151,90
51307292197,dga,297,203
51307292257,cdb,229,51
51307306216,eed,60,293
51307307582,cce,149,126
51307319977,geb,180,136
51307352856,eab,196,79
51307375151,bcc,243,22
51307379789,dfc,244,276
51307385820,eag,138,258
51307423008,edb,22,201
51307424313,egf,99,85
51307425028,ced,204,213
51307440021,gab,17,136
51307448229,dbd,183,183
51307494724,gff,91,200
51307520678,fdg,282,67
51307524508,bbd,83,235
51307529986,fdf,265,88
51307534969,dbb,121,44
51307536651,aed,133,174
51307561358,afa,125,298
51307588366,bgg,116,100
51307623404,gaf,150,233
51307625551,dfb,232,122
51307644612,ddg,184,126
51307655434,abd,105,270
51307658189,cea,9,97
51307692250,fdc,178,148
51307698605,fdc,182,124
51307702491,def,243,39
51307703343,gdc,229,243
51307726041,bca,71,62
51307746267,baa,16,286
51307763121,afg,218,278
51307772967,bfc,89,34
51307779944,ded,139,35
51307817853,deb,18,141
51307861276,aae,210,128
51307884264,gad,158,264
51307887877,deg,196,201
51307906309,fca,125,160
51307913564,dfb,242,124
51307916595,fgf,288,213
51307922481,bfb,108,247
51307932602,ccg,179,50
51307933790,feg,231,151
51307940807,fbg,3,43
51307946834,eba,171,171
51307954989,cac,289,67
51307957914,cfa,210,78
51307959373,fcd,159,220
51307962783,fed,34,72
51307964996,gfd,53,144
51307978553,ebf,205,177
51307990924,cgc,146,56
51308003046,dbc,14,97
51308009411,afd,57,159
51308011770,ccc,294,20
51308021548,gcg,57,189
51308066866,bef,169,297
51308095348,bcg,279,109
51308135855,agb,266,48
51308141022,eeg,1,235
51308152670,eeb,69,7
51308166860,gbg,143,266
51308190194,fad,138,65
51308196846,ggd,57,299
51308198812,aga,11,144
51308205464,feb,35,66
51308233557,gcb,197,213
51308261633,dae,203,67
51308261998,dbe,120,192
51308268552,ddc,96,207
51308283132,aff,64,122
51308314743,cgg,63,154
51308319896,agg,116,349
51308326734,bce,198,53
51308329345,eaa,282,266
51308334138,aba,265,183
51308391099,cdg,198,42
51308403367,fac,93,134
51308423289,agc,189,207
51308455435,cgc,20,58
51308496625,ceb,164,61
51308498923,fbc,41,65
51308506989,bdf,181,64
51308509241,gac,218,221
51308527997,fec,180,37
51308559273,egb,2,48
51308560513,cgd,4,264
51308584305,ffc,296,47
51308597642,dbg,154,151
51308606754,gfg,125,49
51308612963,egd,117,194
51308613510,ccb,15,254
51308615194,aba,129,201
51308637113,cge,20,291
51308655258,acf,68,100
51308662325,beb,58,154
51308672540,bea,250,284
51308680045,cde,202,118
51308688745,fea,219,163
51308694424,efd,218,244
51308700921,fbe,147,235
51308710903,dea,76,164
51308711752,faa,69,185
51308717918,gfg,192,49
51308745810,cbd,224,155
51308755251,efa,261,100
51308768214,ade,139,216
51308781811,ebb,115,160
51308784216,fff,126,50
51308801521,dde,175,129
51308814073,acb,130,107
51308841878,fcf,137,288
51308844833,bec,260,152
51308860496,ffd,170,188
51308864814,fgb,245,54
51308865708,bcc,19,25
51308876261,adg,267,282
51308889922,gde,121,37
51308895262,cfg,261,29
51308896670,gea,277,307
51308898649,cdf,299,251
51308899004,afd,68,184
51308903588,cac,60,54
51308914988,ada,123,83
51308929644,dfd,219,52
51308937582,cfb,292,27
51308972855,ead,212,283
51309026256,baf,171,140
51309031661,ggf,293,157
51309042282,afe,12,99
51309056387,agg,187,345
51309094423,adg,110,282
51309135699,dgc,49,76
51309156674,dad,53,163
51309158518,eea,182,271
51309178119,bcd,70,293
51309188605,bfa,251,194
51309190667,eba,80,159
51309192006,gdc,162,279
51309198351,cdd,122,273
51309208016,efe,126,149
51309215537,fbg,68,41
51309219601,abd,101,256
51309224859,fca,4,163
51309233101,agd,199,151
51309233454,deg,260,207
51309234505,bdb,84,253
51309236597,gaa,125,71
51309240164,abc,46,123
51309240985,edf,257,222
51309255147,dgd,255,168
51309264846,ddb,16,86
51309266912,dcg,224,46
51309275138,bgc,63,17
51309276523,caf,23,81
51309305954,efb,208,170
51309308892,acd,115,163
51309328100,dcf,60,152
51309334491,dca,125,61
51309337024,eae,99,202
51309342426,bcb,36,162
51309363277,ggc,158,10
51309382031,aff,62,118
51309385474,ege,129,216
51309400811,cbc,224,186
51309402215,acg,235,20
51309416630,dac,204,22
51309416792,abb,255,112
51309419653,fde,144,62
51309430366,eff,199,81
51309438627,dbf,241,139
51309448395,cac,7,55
51309474436,abe,52,289
51309483630,ccd,280,124
51309487359,gce,191,142
51309507903,gbd,67,104
51309512283,fce,252,235
51309517415,fgc,66,34
51309518754,cbe,191,213
51309532318,bag,214,19
51309534304,gbf,253,8
51309551635,bdc,165,134
51309565782,daf,41,253
51309586827,eaf,267,252
51309592065,bfg,267,21
51309592887,efc,48,153
51309601863,daa,38,217
51309613467,agg,80,376
51309617824,ffb,167,200
51309627867,eba,60,144
51309636795,fdf,9,88
51309647836,bcf,294,17
51309670175,bbd,118,277
51309678093,gga,262,8
51309685693,ebd,51,218
51309698253,afc,60,234
51309706324,edd,137,228
51309717286,bbf,8,301
51309717434,bbg,163,283
51309718004,gdd,8,285
51309745332,dec,277,185
51309782095,agf,273,152
51309793403,aeg,103,267
51309800004,bgf,191,75
51309815384,dda,223,59
51309815927,aag,12,30
51309818652,cbb,235,289
51309820223,cad,225,36
51309824657,fgd,214,287
51309831702,fdd,262,152
51309838330,cfc,192,64
51309839959,bed,197,37
51309840750,gae,138,178
51309841620,ffg,113,275
51309851207,aad,225,199
51309854791,cfb,148,29
51309854869,fcb,199,159
51309856708,aec,223,253
51309861212,cac,11,63
51309868025,fba,51,7
51309873646,edd,26,205
51309880511,fee,163,110
51309892157,ace,141,81
51309892890,fdb,31,197
51309896893,abc,136,135
51309923670,gcd,147,282
51309927721,fga,111,148
51309931579,gcc,284,252
51309938812,cfb,202,27
51309950080,cag,42,187
51309955986,fbf,76,170
51309977715,fcf,213,328
51309983357,dcc,145,170
51309993742,bdg,91,71
51310002225,fga,261,134
51310004624,afg,256,272
51310025357,ccf,138,148
51310040403,eab,192,73
51310049555,gfb,14,156
51310056130,aaf,118,152
51310109893,eeg,115,225
51310112123,egb,165,41
51310123132,egf,104,89
51310124245,cgb,214,6
51310134643,feg,273,166
51310164308,abe,57,248
51310185321,bga,113,155
51310192882,gbc,242,125
51310192910,fad,215,75
51310216009,gda,205,150
51310242335,ebf,92,162
51310267234,edg,252,62
51310278533,cdg,12,41
51310280466,ecb,284,240
51310344625,fge,291,85
51310354035,dba,265,248
51310383169,gca,31,113
51310402164,geb,291,137
51310402332,fab,147,293
51310424727,bac,142,98
51310431046,cee,123,287
51310515586,bad,46,74
51310523956,ggf,289,141
51310541371,gcd,249,245
51310548757,fcb,285,131
51310563769,fbc,195,65
51310567832,gde,238,38
51310570134,bgb,191,204
51310592226,dfb,202,142
51310631861,gbb,55,58
51310640436,acc,194,219
51310642500,gee,120,241
51310680900,ggf,230,166
51310706214,aeb,60,183
51310713085,cce,66,144
51310714085,bcf,194,15
51310745104,gff,63,214
51310790379,aeg,255,216
51310801981,cfe,135,154
51310808110,aag,196,33
51310827623,fbc,45,52
51310834687,gfc,169,268
51310863426,fff,159,53
51310884288,fdc,36,119
51310887705,ddd,14,134
51310934814,ggb,218,111
51310949033,fbb,293,128
51310949390,efb,15,188
51310969131,ddf,286,127
51311049669,dba,275,238
51311055959,efg,112,141
51311058383,cec,277,135
51311065426,fae,144,294
51311089521,cda,52,49
51311090705,efc,218,153
51311137546,gee,89,200
51311163416,geg,230,52
51311175955,fgg,213,195
51311187290,dfa,294,198
51311230955,ebc,157,150
51311253012,dcc,28,137
51311308976,gdf,145,241
51311362649,bbc,135,128
51311366484,cga,99,188
51311388417,ceg,86,69
51311390160,bee,111,260
51311401832,aba,6,221
51311407174,gad,1,314
51311408500,adc,141,147
51311415702,gfc,174,254
51311418510,fgf,230,244
51311421759,gga,187,7
51311428502,efe,226,138
51311486332,gda,140,175
51311487405,acd,28,159
51311512984,gdb,291,5
51311513776,ece,193,16
51311522961,dbc,147,100
51311571554,ccf,289,130
51311582999,aea,52,193
51311587629,fcc,62,72
51311593578,ede,148,173
51311627348,dee,246,165
51311637557,dde,264,130
51311661209,adf,25,25
51311664246,bcf,260,15
51311684137,ega,35,35
51311690059,abc,288,114
51311710832,dcd,42,214
51311713440,cba,187,92
51311721626,cbd,229,178
51311726258,edg,20,53
51311729291,dag,275,126
51311732667,dff,25,344
51311792965,egb,214,36
51311813784,ddg,16,127
51311832585,bde,75,276
51311844166,gdg,152,98
51311870993,bbd,34,257
51311927378,efa,92,113
51311927661,fcg,107,8
51311934659,bda,205,13
51311935162,fag,226,159
51311941422,cad,249,29
51311947396,ebb,204,147
51311947996,fda,143,5
51311973150,bdb,182,215
51312010610,fda,43,5
51312064684,cbc,133,210
51312078379,gbd,36,101
51312095598,aca,111,244
51312101732,egd,104,228
51312109780,edd,89,202
51312112233,cdc,259,128
51312126638,abd,287,235
51312130174,beg,286,27
51312133559,bab,211,42
51312174254,ecg,167,225
51312201759,aeb,132,155
51312205071,bea,98,323
51312232587,gec,268,141
51312248180,fef,29,22
51312257058,acg,178,20
51312301010,bge,103,114
51312321575,cdf,207,256
51312329038,aeb,210,147
51312331273,beb,256,160
51312337182,efa,24,113
51312341240,bbg,217,308
51312365235,eee,174,192
51312376881,bff,194,274
51312392589,feb,61,68
51312421812,acc,33,254
51312426595,fba,251,6
51312435279,gaf,154,191
51312445868,dgg,169,203
51312452610,ebe,200,171
51312457193,ffg,29,231
51312460716,abb,164,129
51312473758,gde,235,40
51312475772,ade,262,172
51312480243,bdd,88,33
51312485685,ceg,21,68
51312531929,bbc,96,126
51312537655,abe,164,262
51312541872,dfg,185,218
51312542927,ffa,72,141
51312557222,add,8,28
51312560701,fff,136,45
51312568738,eba,89,119
51312572951,ecf,155,226
51312594782,ada,292,72
51312604997,bcc,167,28
51312615017,gaf,47,191
51312628148,aab,144,56
51312654579,cfg,68,23
51312691071,aea,244,191
51312732960,egc,256,170
51312760196,ggg,13,14
51312775444,cff,169,68
51312803237,aac,157,57
51312803964,eda,267,278
51312806389,dae,26,55
51312813162,eaa,278,268
51312822312,bef,257,237
51312828294,fab,131,269
51312857781,eec,264,17
51312862202,gee,236,198
51312866283,bbb,97,41
51312895063,cga,242,203
51312907862,eec,128,16
51312932327,gef,45,185
51312939237,eca,103,153
51312939456,efd,14,273
51312959573,ccb,183,213
51312965037,aaa,225,55
51312974455,ebg,33,363
51312997833,cae,267,212
51313002175,cca,116,275
51313021666,dce,215,106
51313063135,eea,98,249
51313068696,dgb,223,103
51313116876,fab,15,266
51313132889,dff,254,361
51313140442,bec,281,174
51313145590,ecc,26,174
51313187239,afb,242,220
51313226482,fcd,177,204
51313228240,age,203,156
51313243784,aeg,211,190
51313271695,bce,32,57
51313309737,ecc,133,179
51313318979,dcf,210,177
51313356353,afc,34,196
51313372851,fdf,273,80
51313416241,abg,38,160
51313426519,deb,77,156
51313431729,afa,287,250
51313443956,dbc,207,85
51313453451,egf,125,71
51313461464,dac,290,22
51313462429,cag,136,153
51313465083,bfd,68,256
51313536104,bbd,141,257
51313537208,bfe,292,53
51313540917,bdg,73,62
51313542418,abg,196,184
51313571224,ccf,126,154
51313575981,gbe,196,21
51313582714,ddg,37,140
51313615520,def,114,31
51313618248,eaf,113,224
51313624626,gff,85,173
51313627572,bfc,116,29
51313635980,gga,215,6
51313639501,aga,140,156
51313642198,daf,283,285
51313676661,dcd,232,214
51313693548,aee,258,239
51313695454,edb,118,205
51313734972,aec,253,217
51313740175,dde,246,149
51313740678,caa,24,168
51313765512,fae,200,261
51313768754,bae,30,218
51313791220,ebb,25,145
51313806312,eac,122,61
51313807878,acg,46,18
51313824063,gcf,217,78
51313828441,cgg,274,132
51313845740,afd,219,165
51313874375,ecd,211,133
51313891746,afe,240,110
51313913724,gea,264,322
51313915793,bec,38,180
51313931855,dfd,261,59
51313944905,gcd,50,242
51313996059,eef,180,154
51314003846,gba,162,202
51314009284,cbg,184,215
51314015298,bdf,176,65
51314053147,gfg,131,44
51314070136,dgf,130,116
51314086577,fac,159,117
51314089984,dfe,80,308
51314098282,fag,165,147
51314098694,gaa,42,63
51314136461,dab,279,67
51314139615,eeb,202,5
51314168806,bff,152,298
51314182746,baf,10,158
51314186091,bea,298,374
51314186740,cfd,95,171
51314195334,efg,175,143
51314236047,faa,68,164
51314253315,ffb,170,190
51314272396,bde,170,256
51314307664,ddd,159,129
51314313389,agc,271,207
51314314807,cgf,61,54
51314318327,gac,36,262
51314318350,cbf,79,30
51314329801,agb,118,50
51314342052,ddb,15,71
51314346905,cab,114,300
51314351172,cfc,130,72
51314355091,cbb,83,236
51314370628,fdg,221,78
51314395640,gad,9,279
51314433810,ccc,52,17
51314451919,agf,281,127
51314462038,dge,285,180
51314470788,faf,158,41
51314480191,ged,21,7
51314480609,fdg,234,81
51314503114,dad,78,154
51314509217,aab,292,52
51314533830,ffe,235,118
51314563662,adb,135,304
51314609245,bca,210,68
51314618164,gcd,117,254
51314618938,eee,281,155
51314631079,ade,92,139
51314641154,dgd,139,136
51314661402,feb,125,65
51314688007,dgg,228,190
51314689279,gbe,187,20
51314692865,cba,115,89
51314791468,fce,285,199
51314809088,agc,259,190
51314839889,ced,147,170
51314862151,gab,184,137
51314899621,gfe,28,308
51314901949,gge,286,90
51314931210,agf,190,135
51314933297,abc,144,107
51314953661,cfa,231,74
51314963589,bcb,90,170
51314994556,ddc,292,184
51315008514,aeb,18,122
51315009609,agd,11,134
51315014300,cce,255,118
51315017761,ddf,206,118
51315026973,bdc,53,109
51315065966,gcb,244,244
51315070999,gbc,256,135
51315072945,gfd,94,119
51315082019,dbd,194,204
51315086502,gbf,81,7
51315088643,cgg,297,151
51315101679,fae,94,258
51315112796,dee,32,166
51315128852,edc,257,176
51315167222,ffa,40,160
51315172613,ffd,113,159
51315176947,gfa,82,103
51315190934,bgd,1,165
51315192759,bec,99,210
51315192981,afd,202,166
51315195290,gag,163,57
51315199383,dcb,137,19
51315210257,dbc,160,95
51315227357,edg,90,51
51315242673,cda,135,46
51315242698,egb,142,32
51315247172,cdf,90,243
51315251411,agc,293,218
51315262967,eec,276,16
51315274541,ggd,123,248
51315291561,eaf,69,179
51315317371,dad,161,169
51315340680,dbg,68,149
51315349363,dda,274,69
51315351069,gbe,91,19
51315400020,eag,218,270
51315402432,dag,136,132
51315426212,ebd,272,246
51315437008,fae,181,242
51315440858,bab,18,43
51315462238,bab,145,49
51315472966,dca,36,60
51315481848,gcg,64,151
51315486481,gde,267,43
51315497126,ecg,158,193
51315499722,aae,133,136
51315519884,bfg,224,18
51315524349,aef,174,116
51315532746,gff,46,141
51315543095,ccc,269,19
51315589160,eaf,246,173
51315599329,fec,49,34
51315601677,cfe,106,147
51315621786,bbe,115,101
51315656655,ace,96,69
51315673244,cag,293,153
51315691819,dac,27,25
51315705014,cgd,140,211
51315709249,aag,10,27
51315719289,bba,126,99
51315726920,aea,98,158
51315736577,gcf,194,63
51315755911,gdc,219,281
51315757485,fae,280,246
51315795874,ggg,194,11
51315804687,cfb,204,30
51315812427,cbb,77,219
51315823485,gdd,199,330
51315844808,aca,42,212
51315856874,dga,65,235
51315865695,egg,149,25
51315894070,fgg,193,212
51315915015,cef,124,260
51315922525,agb,39,47
51315922857,bgf,48,74
51315928528,ceb,201,51
51315955253,adg,174,329
51315965362,ddb,125,69
51315984833,dfg,67,180
51316015540,agb,286,42
51316028969,dbb,269,46
51316030293,agg,3,376
51316033195,dfe,41,286
51316065040,dfc,110,220
51316080447,gbc,11,152
51316099488,cbc,200,172
51316113605,daf,132,322
51316116680,bbf,276,313
51316127057,afc,78,162
51316155175,ffe,122,109
51316169295,abe,268,288
51316196810,gda,299,148
51316211977,dec,223,153
51316220846,bdc,172,124
51316231393,ebb,11,152
51316249645,bfd,197,284
51316265564,fcb,140,132
51316309024,fbd,15,127
51316312366,fbg,134,41
51316316902,deg,154,200
51316317422,cba,251,87
51316326389,aeg,293,174
51316328504,bgg,77,91
51316366154,cdf,279,221
51316371167,dbe,44,170
51316388930,ccg,28,44
51316396607,eed,294,293
51316396780,fed,268,80
51316397379,eec,293,14
51316429286,feg,25,194
51316451346,ecb,40,240
51316453968,dea,10,165
51316466540,dfe,190,297
51316485603,bac,9,93
51316486466,cdb,212,42
51316491915,geg,112,60
51316506875,bfa,94,205
51316537022,gfb,150,138
51316557926,gfc,147,287
51316560305,bag,244,17
51316571266,bgc,103,18
51316577194,geb,168,131
51316655149,efb,32,212
51316662636,bga,211,184
51316671508,abf,81,204
51316673299,ggf,104,175
51316693056,gcc,194,299
51316723405,fac,40,97
51316737112,ddg,48,135
51316745685,cde,42,114
51316797212,faa,162,145
51316864774,bbb,36,42
51316887564,cdd,3,308
51316895322,fga,123,129
51316914649,gbb,256,49
51316915623,gcd,135,289
51316943923,fag,188,164
51316991513,dga,68,223
51316996837,fbd,39,138
51316997030,bcc,175,28
51317027856,fde,25,65
51317030426,eca,103,169
51317031765,ege,38,177
51317043496,efd,105,251
51317060861,cge,51,258
51317062400,cbe,223,219
51317068261,cbb,247,216
51317080848,ffe,77,88
51317083518,ffg,264,251
51317093818,fce,108,185
51317115603,deg,6,196
51317127600,fee,192,95
51317128582,eea,266,244
51317138545,efe,210,144
51317152229,bad,69,65
51317160745,acd,55,130
51317212182,bee,272,254
51317227394,cdg,62,40
51317253775,edb,6,194
51317262780,gdb,74,5
51317266828,cec,124,113
51317293913,baa,119,248
51317313175,gge,191,100
51317337449,bfb,63,269
51317352750,aed,139,207
51317377682,gbg,30,266
51317402911,bbc,36,103
51317407303,ddb,226,62
51317431113,acc,172,299
51317446789,daf,25,305
51317464239,efb,173,239
51317465142,cga,49,235
51317481870,dce,124,97
51317485474,gfd,36,129
51317502333,fbg,131,38
51317504323,cda,270,41
51317504601,def,64,28
51317521373,cca,81,299
51317523612,dfe,101,264
51317534530,ded,297,30
51317534667,dde,99,175
51317536882,cgb,47,5
51317544233,bdf,91,56
51317560972,cea,210,97
51317563029,fac,226,102
51317584785,aaa,143,58
51317600632,egg,299,29
51317612172,fgf,266,283
51317631471,fea,98,145
51317645701,cbb,71,218
51317647479,eed,66,234
51317648128,ega,10,38
51317700266,gaa,286,64
51317700367,dgc,164,69
51317706609,edf,119,177
51317739430,fgb,177,60
51317756185,aeg,190,205
51317765436,ddg,257,144
51317813966,cdc,136,136
51317819001,bdd,215,38
51317851747,acf,138,99
51317912316,caf,256,85
51317930812,ffc,233,52
51317932388,fgg,193,203
51317934065,ebf,147,139
51317934196,ecc,254,211
51317949541,ggd,251,215
51317971409,fcf,188,354
51317985350,cgc,82,49
51317995051,cfd,140,162
51317995586,fgc,34,31
51318029258,ggd,35,230
51318046199,gef,173,199
51318053297,dcg,225,42
51318062019,bcg,148,93
51318064808,bee,223,261
51318092069,bcb,19,149
51318163970,fbe,17,237
51318173362,agd,69,136
51318179093,edd,53,193
51318208393,cdc,216,146
51318241172,ccc,57,20
51318275571,dce,104,91
51318284692,gec,68,126
51318300879,dec,145,122
51318328792,bef,116,274
51318332926,bef,93,284
51318333020,dfa,269,205
51318334237,afa,112,242
51318363927,efd,70,273
51318385670,ebd,257,204
51318396671,cbf,15,31
